OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.14,1587.6,2165.6,2.9094,1.3641,1244.15941002641,0.574498275620746,0.344698965372447,0.229799310248298
1.6,2.49329,1988.45,1643.5,2245.5,2.953,1.3663,1246.16597164364,0.55495799353544,0.341512611406425,0.213445382129015
1.7,2.346626,2169.11,1689.9,2312.6,2.9954,1.3685,1248.17253326087,0.539720375392328,0.339823940061836,0.199896435330492
1.8,2.216257,2338.2,1728.1,2368.3,3.0337,1.3705,1249.99668018562,0.527789747338404,0.33929340900326,0.188496338335144
1.9,2.099612,2494.59,1759,2413.9,3.0683,1.3723,1251.63841241789,0.518518170764921,0.339718801535638,0.178799369229283
2,1.994632,2637.23,1783.5,2450.3,3.0992,1.3739,1253.09772995769,0.511395269063917,0.340930179375945,0.170465089687972
2.1,1.899649,2765.48,1802.2,2478.5,3.1264,1.3753,1254.37463280502,0.506088925965762,0.342834433718742,0.16325449224702
2.2,1.813302,2879.24,1815.8,2499.6,3.1503,1.3766,1255.56032830611,0.502298415230475,0.345330160470951,0.156968254759523
2.3,1.734462,2978.81,1825,2514.3,3.171,1.3777,1256.56360911472,0.499766280753696,0.348321953252576,0.15144432750112
2.4,1.662193,3064.73,1830.5,2523.6,3.189,1.3786,1257.38447523086,0.498264661226712,0.351716231454149,0.146548429772562
2.5,1.595705,3137.74,1832.8,2528.2,3.2044,1.3795,1258.205341347,0.497639383661881,0.355456702615629,0.142182681046252
2.6,1.534332,3198.74,1832.3,2528.8,3.2175,1.3802,1258.84379277066,0.497775180033562,0.359504296690906,0.138270883342656
2.7,1.477505,3248.79,1829.5,2526.1,3.2286,1.3807,1259.29982950185,0.498537011410492,0.363797278596846,0.134739732813647
2.8,1.424737,3289.15,1825,2520.7,3.238,1.3812,1259.75586623303,0.499766280753696,0.368248838450092,0.131517442303604
2.9,1.375608,3321.11,1819,2513.2,3.2458,1.3817,1260.21190296422,0.501414767661075,0.37284687851721,0.128567889143865
3,1.329754,3345.99,1811.9,2504.1,3.2523,1.382,1260.48552500294,0.503379580758042,0.377534685568531,0.12584489518951
3.1,1.286859,3364.96,1804.1,2493.8,3.2578,1.3823,1260.75914704165,0.505555935023278,0.382249609407844,0.123306325615434
3.2,1.246645,3379.1,1795.6,2482.6,3.2624,1.3826,1261.03276908036,0.507949132532577,0.387008862881964,0.120940269650614
3.3,1.208868,3389.27,1786.9,2470.8,3.2663,1.3828,1261.21518377284,0.510422218577142,0.391719377047574,0.118702841529568
3.4,1.173313,3396.22,1777.9,2458.7,3.2695,1.3829,1261.30639111907,0.513006053420044,0.396413768551852,0.116592284868192
3.5,1.13979,3400.53,1768.8,2446.4,3.2722,1.3831,1261.48880581155,0.515645331510344,0.401057480063601,0.114587851446743
3.6,1.108129,3402.69,1759.7,2434,3.2745,1.3832,1261.58001315779,0.518311906788371,0.405635405312638,0.112676501475733
3.7,1.078179,3403.07,1750.6,2421.6,3.2764,1.3833,1261.67122050402,0.521006204944302,0.4101538209136,0.110852384030703
3.8,1.049806,3401.99,1741.5,2409.2,3.278,1.3834,1261.76242785026,0.523728660565889,0.414618522947996,0.109110137617894
3.9,1.022888,3399.68,1732.6,2397,3.2794,1.3835,1261.8536351965,0.526418944000632,0.418986506449483,0.10743243755115
4,0.997316,3396.36,1723.8,2384.9,3.2805,1.3835,1261.8536351965,0.529106313015139,0.423285050412111,0.105821262603028
