OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1796.75,1587.5,1807.1,1.5262,1.1384,346.101476522755,0.191511488162834,0.1149068928977,0.0766045952651335
1.6,2.49329,1987.35,1643.1,1869.9,1.5379,1.1381,346.010269176517,0.185031031257074,0.113865250004353,0.0711657812527209
1.7,2.346626,2165.87,1688.8,1921.6,1.5485,1.1379,345.949464279026,0.180023974099064,0.113348428136447,0.0666755459626162
1.8,2.216257,2330.65,1725.7,1963.4,1.5579,1.1377,345.888659381534,0.176174588548704,0.113255092638453,0.0629194959102515
1.9,2.099612,2479.99,1754.7,1996.2,1.5661,1.1377,345.888659381534,0.173262943784407,0.113517101100129,0.0597458426842782
2,1.994632,2612.91,1776.7,2021.1,1.5732,1.1376,345.858256932788,0.171117514188382,0.114078342792255,0.0570391713961274
2.1,1.899649,2729.37,1792.5,2039.1,1.5793,1.1375,345.827854484042,0.169609198024267,0.11489655350031,0.0547126445239571
2.2,1.813302,2830.06,1803.2,2051.2,1.5846,1.1375,345.827854484042,0.168602754801741,0.115914393926197,0.0526883608755439
2.3,1.734462,2916.05,1809.7,2058.4,1.589,1.1375,345.827854484042,0.167997174923191,0.117088940097982,0.0509082348252094
2.4,1.662193,2988.53,1812.5,2061.6,1.5928,1.1375,345.827854484042,0.167737648252965,0.118403045825622,0.0493346024273426
2.5,1.595705,3048.73,1812.3,2061.4,1.596,1.1375,345.827854484042,0.167756159277437,0.119825828055312,0.0479303312221248
2.6,1.534332,3098,1809.7,2058.5,1.5987,1.1374,345.797452035296,0.167997174923191,0.121331293000082,0.0466658819231086
2.7,1.477505,3137.71,1805.3,2053.4,1.601,1.1374,345.797452035296,0.168406629069129,0.12289132391531,0.0455153051538186
2.8,1.424737,3169.26,1799.3,2046.6,1.6029,1.1374,345.797452035296,0.168968202889178,0.124502886339395,0.0444653165497838
2.9,1.375608,3193.97,1792.2,2038.5,1.6045,1.1374,345.797452035296,0.169637589252594,0.126140771495518,0.0434968177570753
3,1.329754,3213.04,1784.3,2029.6,1.6059,1.1374,345.797452035296,0.17038866079611,0.127791495597082,0.0425971651990274
3.1,1.286859,3227.5,1775.9,2020,1.607,1.1374,345.797452035296,0.171194598490061,0.129439818370534,0.041754780119527
3.2,1.246645,3238.2,1767.1,2010,1.608,1.1374,345.797452035296,0.172047132283684,0.131083529358998,0.0409636029246868
3.3,1.208868,3245.85,1758.1,1999.7,1.6088,1.1374,345.797452035296,0.172927869551504,0.132712085934875,0.0402157836166288
3.4,1.173313,3251,1749,1989.4,1.6096,1.1374,345.797452035296,0.173827608609776,0.134321333925736,0.0395062746840401
3.5,1.13979,3254.12,1739.9,1979,1.6102,1.1374,345.797452035296,0.174736759272659,0.135906368323179,0.0388303909494797
3.6,1.108129,3255.56,1730.8,1968.7,1.6107,1.1374,345.797452035296,0.175655469989888,0.137469498252956,0.0381859717369322
3.7,1.078179,3255.61,1721.8,1958.4,1.6111,1.1374,345.797452035296,0.176573636577128,0.13900477773093,0.0375688588461974
3.8,1.049806,3254.5,1712.9,1948.3,1.6115,1.1374,345.797452035296,0.177491089648257,0.14051377930487,0.0369773103433868
3.9,1.022888,3252.43,1704.2,1938.3,1.6118,1.1374,345.797452035296,0.178397187805714,0.14198959845761,0.036407589348105
4,0.997316,3249.55,1695.6,1928.5,1.6121,1.1374,345.797452035296,0.17930200958864,0.143441607670912,0.0358604019177281
