OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.24,1587.6,2216,3.302,1.3958,1555.97705851343,0.702164559092023,0.421298735455214,0.280865823636809
1.6,2.49329,1988.61,1643.5,2298.5,3.3566,1.3985,1558.98690093927,0.678281992098871,0.417404302830075,0.260877689268797
1.7,2.346626,2169.54,1690,2368,3.4084,1.4011,1561.88526771971,0.659619203558873,0.415315794833364,0.244303408725508
1.8,2.216257,2339.23,1728.4,2426,3.4564,1.4036,1564.67215885475,0.644964391352982,0.414619965869774,0.230344425483208
1.9,2.099612,2496.64,1759.6,2473.7,3.5001,1.4058,1567.12462305358,0.633528332583823,0.415070286865263,0.21845804571856
2,1.994632,2640.75,1784.5,2512.1,3.5393,1.4078,1569.35413596161,0.624688402361723,0.416458934907815,0.208229467453908
2.1,1.899649,2770.91,1803.6,2542.2,3.574,1.4095,1571.24922193343,0.618072995128906,0.418694609603452,0.199378385525454
2.2,1.813302,2886.89,1817.7,2565,3.6046,1.4111,1573.03283225985,0.613278568528632,0.421629015863435,0.191649552665198
2.3,1.734462,2988.88,1827.5,2581.2,3.6313,1.4125,1574.59349129547,0.609989851717918,0.425144442106428,0.18484540961149
2.4,1.662193,3077.3,1833.4,2591.8,3.6545,1.4136,1575.81972339489,0.608026864849185,0.429195434011189,0.178831430837995
2.5,1.595705,3152.77,1836.1,2597.5,3.6745,1.4147,1577.04595549431,0.607132756393712,0.433666254566937,0.173466501826775
2.6,1.534332,3216.1,1836.1,2599,3.6916,1.4155,1577.93776065752,0.607132756393712,0.43848476850657,0.168647987887142
2.7,1.477505,3268.29,1833.7,2597,3.706,1.4163,1578.82956582073,0.607927389439109,0.443622689590702,0.164304699848408
2.8,1.424737,3310.51,1829.4,2592.2,3.7182,1.4169,1579.49841969314,0.60935632120613,0.448999394572938,0.160356926633192
2.9,1.375608,3344.04,1823.7,2585,3.7284,1.4174,1580.05579792015,0.611260872958543,0.454527315789686,0.156733557168857
3,1.329754,3370.18,1816.8,2576,3.737,1.4179,1580.61317614715,0.613582372310928,0.460186779233196,0.153395593077732
3.1,1.286859,3390.16,1809.1,2565.7,3.7441,1.4182,1580.94760308336,0.616193938430432,0.465902733935205,0.150291204495227
3.2,1.246645,3405.06,1800.8,2554.4,3.7501,1.4185,1581.28203001956,0.619034014890324,0.471644963725961,0.147389051164363
3.3,1.208868,3415.81,1792,2542.5,3.7551,1.4188,1581.61645695577,0.622073914070589,0.477405561961149,0.144668352109439
3.4,1.173313,3423.17,1783.1,2530.2,3.7593,1.419,1581.83940824657,0.625178876122761,0.483092767913043,0.142086108209718
3.5,1.13979,3427.76,1774,2517.6,3.7628,1.4192,1582.06235953737,0.628385825261835,0.488744530759205,0.13964129450263
3.6,1.108129,3430.09,1764.9,2505,3.7657,1.4193,1582.17383518277,0.631625845098586,0.494315878772807,0.13730996632578
3.7,1.078179,3430.56,1755.8,2492.2,3.7682,1.4195,1582.39678647358,0.634899449831698,0.499814460505805,0.135084989325893
3.8,1.049806,3429.49,1746.7,2479.6,3.7702,1.4196,1582.50826211898,0.638207164375391,0.505247338463851,0.13295982591154
3.9,1.022888,3427.15,1737.7,2467,3.7719,1.4197,1582.61973776438,0.641512605176092,0.510591665344236,0.130920939831855
4,0.997316,3423.75,1728.9,2454.6,3.7734,1.4197,1582.61973776438,0.644777866860139,0.515822293488111,0.128955573372028
