OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.11,1587.6,2150.6,2.8074,1.3546,1166.8561170153,0.542581704752926,0.325549022851756,0.217032681901171
1.6,2.49329,1988.41,1643.5,2229.7,2.849,1.3567,1168.66506271568,0.524126993894582,0.322539688550512,0.20158730534407
1.7,2.346626,2168.97,1689.8,2296.1,2.8881,1.3587,1170.38786814461,0.509766075550803,0.320963825346802,0.188802250204001
1.8,2.216257,2337.89,1728,2351.1,2.924,1.3606,1172.02453330209,0.498496941241751,0.320462319369697,0.178034621872054
1.9,2.099612,2493.98,1758.9,2396.1,2.9564,1.3623,1173.48891791669,0.48973944764668,0.320863776044377,0.168875671602304
2,1.994632,2636.17,1783.2,2431.9,2.9852,1.3638,1174.78102198838,0.483065676573433,0.322043784382289,0.161021892191144
2.1,1.899649,2763.87,1801.7,2459.6,3.0106,1.3652,1175.98698578864,0.47810551949034,0.323877932557972,0.154227586932368
2.2,1.813302,2876.98,1815.2,2480.2,3.0328,1.3663,1176.93452877455,0.474549754553628,0.326252956255619,0.148296798298009
2.3,1.734462,2975.86,1824.3,2494.5,3.0521,1.3674,1177.88207176046,0.472182598512167,0.329096962599389,0.143085635912778
2.4,1.662193,3061.07,1829.6,2503.4,3.0687,1.3682,1178.57119393203,0.470814776161864,0.33233984199661,0.138474934165254
2.5,1.595705,3133.38,1831.8,2507.7,3.083,1.369,1179.26031610361,0.470249325508105,0.335892375362932,0.134356950145173
2.6,1.534332,3193.72,1831.2,2508.1,3.0952,1.3697,1179.86329800373,0.470403404579372,0.339735792196213,0.130667612383159
2.7,1.477505,3243.19,1828.3,2505.2,3.1055,1.3702,1180.29399936097,0.47114954573415,0.343811830670866,0.127337715063284
2.8,1.424737,3283.03,1823.7,2499.7,3.1141,1.3707,1180.7247007182,0.472337947286147,0.348038487474003,0.124299459812144
2.9,1.375608,3314.56,1817.6,2492.1,3.1214,1.3711,1181.06926180398,0.473923148363637,0.352404392372961,0.121518755990676
3,1.329754,3339.08,1810.5,2482.9,3.1275,1.3714,1181.32768261832,0.475781670514082,0.356836252885562,0.118945417628521
3.1,1.286859,3357.79,1802.6,2472.6,3.1325,1.3717,1181.58610343266,0.477866811530981,0.361313930669766,0.116552880861215
3.2,1.246645,3371.71,1794.2,2461.4,3.1368,1.3719,1181.75838397556,0.480104065581176,0.365793573776134,0.114310491805042
3.3,1.208868,3381.73,1785.4,2449.7,3.1404,1.3721,1181.93066451845,0.48247043489736,0.370268008177043,0.112202426720316
3.4,1.173313,3388.56,1776.4,2437.7,3.1434,1.3723,1182.10294506134,0.484914835884793,0.374706918638249,0.110207917246544
3.5,1.13979,3392.8,1767.3,2425.4,3.1459,1.3724,1182.18908533279,0.487411709650736,0.379097996395017,0.108313713255719
3.6,1.108129,3394.91,1758.2,2413.1,3.148,1.3725,1182.27522560424,0.489934429795101,0.383426945057035,0.106507484738065
3.7,1.078179,3395.27,1749.1,2400.8,3.1498,1.3726,1182.36136587568,0.492483399728858,0.387699697658888,0.10478370206997
3.8,1.049806,3394.18,1740,2388.5,3.1514,1.3727,1182.44750614713,0.495059031302153,0.391921733114204,0.103137298187948
3.9,1.022888,3391.89,1731.1,2376.4,3.1526,1.3728,1182.53364641858,0.497604248434952,0.396052360999248,0.101551887435705
4,0.997316,3388.59,1722.3,2364.4,3.1537,1.3728,1182.53364641858,0.500146730805171,0.400117384644137,0.100029346161034
