OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1796.95,1587.5,2024.6,2.152,1.2753,710.824452902343,0.351104394965195,0.210662636979117,0.140441757986078
1.6,2.49329,1988.02,1643.3,2097.5,2.1779,1.2764,711.437568952051,0.339182271652922,0.208727551786414,0.130454719866509
1.7,2.346626,2167.85,1689.5,2158.1,2.2015,1.2774,711.994947179058,0.329907207462117,0.207719352846518,0.122187854615599
1.8,2.216257,2335.25,1727.2,2207.9,2.2228,1.2783,712.496587583364,0.322706245372422,0.207454014882271,0.115252230490151
1.9,2.099612,2488.81,1757.3,2248,2.2417,1.2792,712.998227987671,0.317178755481277,0.207806770832561,0.109371984648716
2,1.994632,2627.42,1780.7,2279.3,2.2584,1.28,713.444130569277,0.313010741285588,0.208673827523726,0.104336913761863
2.1,1.899649,2750.65,1798.2,2303,2.2729,1.2807,713.834295328182,0.309964535094677,0.209975975386716,0.0999885597079602
2.2,1.813302,2858.71,1810.6,2319.9,2.2855,1.2813,714.168722264386,0.307841724846596,0.211641185832035,0.0962005390145614
2.3,1.734462,2952.23,1818.6,2331.1,2.2964,1.2818,714.44741137789,0.30648753272146,0.213612522805866,0.092875009915594
2.4,1.662193,3032.04,1822.8,2337.4,2.3057,1.2823,714.726100491393,0.305781340249752,0.215845651941001,0.0899356883087505
2.5,1.595705,3099.14,1824,2339.5,2.3136,1.2827,714.949051782196,0.305580168315377,0.218271548796698,0.0873086195186791
2.6,1.534332,3154.64,1822.5,2338.3,2.3203,1.283,715.116265250299,0.305831674626748,0.220878431674873,0.0849532429518743
2.7,1.477505,3199.78,1818.9,2334.2,2.326,1.2833,715.283478718401,0.306436982245999,0.223616176233567,0.0828208060124321
2.8,1.424737,3235.91,1813.7,2327.9,2.3307,1.2835,715.394954363802,0.307315557703726,0.226443042518535,0.080872515185191
2.9,1.375608,3264.36,1807.2,2319.9,2.3347,1.2837,715.506430009204,0.308420887011536,0.229338608290629,0.0790822787209066
3,1.329754,3286.4,1799.7,2310.6,2.338,1.2839,715.617905654605,0.309706188257625,0.232279641193219,0.0774265470644062
3.1,1.286859,3303.16,1791.6,2300.4,2.3408,1.284,715.673643477306,0.311106400428247,0.235226790567699,0.0758796098605481
3.2,1.246645,3315.61,1783,2289.5,2.3432,1.2841,715.729381300006,0.31260696971803,0.238176738832785,0.0744302308852452
3.3,1.208868,3324.53,1774.1,2278.3,2.3452,1.2842,715.785119122707,0.314175202642042,0.241111202027614,0.0730640006144285
3.4,1.173313,3330.59,1765,2266.8,2.3469,1.2843,715.840856945408,0.315795029465863,0.244023431859985,0.0717715976058779
3.5,1.13979,3334.3,1755.9,2255.2,2.3483,1.2844,715.896594768109,0.317431645883733,0.246891280131793,0.0705403657519407
3.6,1.108129,3336.09,1746.8,2243.6,2.3495,1.2844,715.896594768109,0.319085314293135,0.249718941620714,0.0693663726724205
3.7,1.078179,3336.3,1737.7,2232.1,2.3506,1.2845,715.952332590809,0.320756302588046,0.252510280760802,0.0682460218272438
3.8,1.049806,3335.19,1728.7,2220.6,2.3515,1.2845,715.952332590809,0.322426231854716,0.255254100218317,0.0671721316363991
3.9,1.022888,3332.99,1719.9,2209.3,2.3522,1.2846,716.00807041351,0.324075950350164,0.25793800129911,0.0661379490510539
4,0.997316,3329.86,1711.2,2198.2,2.3528,1.2846,716.00807041351,0.325723601570388,0.26057888125631,0.0651447203140775
