OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.06,1587.6,2116.5,2.5978,1.3332,1013.31361669918,0.478748563017288,0.287249137810373,0.191499425206915
1.6,2.49329,1988.31,1643.4,2193.9,2.6342,1.335,1014.68172689274,0.462493135357336,0.284611160219899,0.177881975137437
1.7,2.346626,2168.68,1689.7,2258.7,2.6682,1.3367,1015.97383096444,0.449820215805318,0.283220135877423,0.166600079927896
1.8,2.216257,2337.18,1727.8,2312.3,2.6992,1.3383,1017.18992891427,0.439901156757869,0.282793600772916,0.157107555984953
1.9,2.099612,2492.58,1758.4,2355.8,2.7271,1.3397,1018.25401462038,0.432245915972615,0.283195600119989,0.149050315852626
2,1.994632,2633.79,1782.5,2390.4,2.7518,1.341,1019.24209420462,0.426401805692144,0.284267870461429,0.142133935230715
2.1,1.899649,2760.24,1800.8,2416.9,2.7735,1.3422,1020.15416766699,0.42206864651613,0.285917470220604,0.136151176295526
2.2,1.813302,2871.93,1813.9,2436.4,2.7924,1.3432,1020.91422888564,0.419020463446853,0.288076568619711,0.130943894827142
2.3,1.734462,2969.27,1822.7,2449.8,2.8088,1.344,1021.52227786056,0.416997431637816,0.29063457356575,0.126362858072065
2.4,1.662193,3052.93,1827.7,2458,2.8229,1.3448,1022.13032683547,0.415856660637001,0.293545878096707,0.122310782540294
2.5,1.595705,3123.72,1829.6,2461.6,2.835,1.3455,1022.66236968852,0.415424802495762,0.296732001782687,0.118692800713075
2.6,1.534332,3182.64,1828.7,2461.5,2.8453,1.346,1023.04240029785,0.415629255015173,0.300176684177625,0.115452570837548
2.7,1.477505,3230.83,1825.7,2458.2,2.854,1.3465,1023.42243090717,0.416312219228924,0.303795403221107,0.112516816007817
2.8,1.424737,3269.56,1820.8,2452.5,2.8613,1.3469,1023.72645539463,0.417432567358439,0.307581891737797,0.109850675620642
2.9,1.375608,3300.17,1814.6,2444.7,2.8674,1.3472,1023.95447376022,0.418858822135042,0.311459124151698,0.107399697983344
3,1.329754,3323.95,1807.4,2435.5,2.8726,1.3475,1024.18249212582,0.420527397723939,0.315395548292954,0.105131849430985
3.1,1.286859,3342.07,1799.5,2425.1,2.8769,1.3477,1024.33450436955,0.42237355856974,0.319355617455169,0.103017941114571
3.2,1.246645,3355.54,1791,2414.1,2.8805,1.3479,1024.48651661328,0.424378123197234,0.323335712912178,0.101042410285056
3.3,1.208868,3365.23,1782.1,2402.5,2.8835,1.3481,1024.638528857,0.426497513409038,0.327312045174378,0.09918546823466
3.4,1.173313,3371.83,1773.1,2390.6,2.8861,1.3482,1024.71453497887,0.428662353305649,0.331239091190729,0.0974232621149203
3.5,1.13979,3375.91,1764,2378.5,2.8882,1.3483,1024.79054110073,0.430873706715559,0.335123994112102,0.0957497126034576
3.6,1.108129,3377.92,1754.9,2366.4,2.89,1.3484,1024.8665472226,0.433107993986123,0.338954082250009,0.0941539117361136
3.7,1.078179,3378.23,1745.8,2354.2,2.8916,1.3485,1024.94255334446,0.435365573746275,0.34273460060877,0.0926309731375052
3.8,1.049806,3377.14,1736.8,2342.2,2.8929,1.3486,1025.01855946633,0.437621613683928,0.346450444166443,0.0911711695174851
3.9,1.022888,3374.87,1727.9,2330.3,2.8939,1.3486,1025.01855946633,0.439875698041696,0.350105147420942,0.0897705506207543
4,0.997316,3371.62,1719.1,2318.6,2.8948,1.3487,1025.09456558819,0.442127403086642,0.353701922469314,0.0884254806173284
