OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.14,1587.6,2165.6,2.9094,1.3641,1693.4391969804,0.78195598626157,0.469173591756942,0.312782394504628
1.6,2.49329,1988.45,1643.5,2245.5,2.953,1.3663,1696.17035029273,0.755359491201016,0.464836609969856,0.29052288123116
1.7,2.346626,2169.11,1689.9,2312.6,2.9954,1.3685,1698.90150360507,0.734619399839558,0.462538140639722,0.272081259199836
1.8,2.216257,2338.2,1728.1,2368.3,3.0337,1.3705,1701.38437025265,0.718380489432828,0.461816028921103,0.256564460511724
1.9,2.099612,2494.59,1759,2413.9,3.0683,1.3723,1703.61895023547,0.705760843541142,0.462395035423507,0.243365808117635
2,1.994632,2637.23,1783.5,2450.3,3.0992,1.3739,1705.60524355353,0.696065782892554,0.464043855261702,0.232021927630851
2.1,1.899649,2765.48,1802.2,2478.5,3.1264,1.3753,1707.34325020683,0.688843260342287,0.466635757006065,0.222207503336222
2.2,1.813302,2879.24,1815.8,2499.6,3.1503,1.3766,1708.95711352776,0.683683954063702,0.470032718418795,0.213651235644907
2.3,1.734462,2978.81,1825,2514.3,3.171,1.3777,1710.32269018393,0.680237437692531,0.474104880816006,0.206132556876525
2.4,1.662193,3064.73,1830.5,2523.6,3.189,1.3786,1711.43998017534,0.678193566669691,0.47872487059037,0.199468696079321
2.5,1.595705,3137.74,1832.8,2528.2,3.2044,1.3795,1712.55727016675,0.677342494428672,0.483816067449051,0.19352642697962
2.6,1.534332,3198.74,1832.3,2528.8,3.2175,1.3802,1713.4262734934,0.677527328379015,0.489325292718178,0.188202035660837
2.7,1.477505,3248.79,1829.5,2526.1,3.2286,1.3807,1714.04699015529,0.678564265530948,0.495168518090151,0.183395747440797
2.8,1.424737,3289.15,1825,2520.7,3.238,1.3812,1714.66770681719,0.680237437692531,0.501227585668181,0.17900985202435
2.9,1.375608,3321.11,1819,2513.2,3.2458,1.3817,1715.28842347908,0.682481211538686,0.507486029092869,0.174995182445817
3,1.329754,3345.99,1811.9,2504.1,3.2523,1.382,1715.66085347622,0.685155540476223,0.513866655357168,0.171288885119056
3.1,1.286859,3364.96,1804.1,2493.8,3.2578,1.3823,1716.03328347335,0.688117800448351,0.520284190582899,0.167833609865451
3.2,1.246645,3379.1,1795.6,2482.6,3.2624,1.3826,1716.40571347049,0.691375208169341,0.526762063367117,0.164613144802224
3.3,1.208868,3389.27,1786.9,2470.8,3.2663,1.3828,1716.65400013525,0.694741353063333,0.533173596536976,0.161567756526356
3.4,1.173313,3396.22,1777.9,2458.7,3.2695,1.3829,1716.77814346763,0.698258239377282,0.539563184973354,0.158695054403928
3.5,1.13979,3400.53,1768.8,2446.4,3.2722,1.3831,1717.02643013239,0.701850590111301,0.54588379230879,0.155966797802511
3.6,1.108129,3402.69,1759.7,2434,3.2745,1.3832,1717.15057346476,0.705480095350838,0.55211485723109,0.153365238119747
3.7,1.078179,3403.07,1750.6,2421.6,3.2764,1.3833,1717.27471679714,0.709147334507523,0.558264922910177,0.150882411597345
3.8,1.049806,3401.99,1741.5,2409.2,3.278,1.3834,1717.39886012952,0.712852899103571,0.564341878456994,0.148511020646577
3.9,1.022888,3399.68,1732.6,2397,3.2794,1.3835,1717.5230034619,0.716514673778639,0.570287189334019,0.14622748444462
4,0.997316,3396.36,1723.8,2384.9,3.2805,1.3835,1717.5230034619,0.720172481603939,0.576137985283151,0.144034496320788
