OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.01,1587.6,2075.5,2.38,1.3074,1172.20272543224,0.564745990077801,0.338847594046681,0.22589839603112
1.6,2.49329,1988.18,1643.4,2150.9,2.411,1.3088,1173.45795245963,0.545570605967821,0.335735757518659,0.209834848449162
1.7,2.346626,2168.31,1689.6,2213.7,2.4398,1.3102,1174.71317948702,0.530652659710888,0.334114637595744,0.196538022115144
1.8,2.216257,2336.33,1727.5,2265.6,2.4659,1.3115,1175.87874744102,0.519010555049214,0.333649642531637,0.185360912517576
1.9,2.099612,2490.9,1757.9,2307.6,2.489,1.3127,1176.95465632164,0.510035117951827,0.334160939347749,0.175874178604078
2,1.994632,2630.93,1781.7,2340.7,2.51,1.3137,1177.85124705548,0.503222054132299,0.335481369421533,0.167740684710766
2.1,1.899649,2755.92,1799.6,2365.9,2.5281,1.3146,1178.65817871595,0.498216678065968,0.337501620625333,0.160715057440635
2.2,1.813302,2865.95,1812.4,2384.2,2.5438,1.3155,1179.46511037641,0.494698043394127,0.340104904833463,0.154593138560665
2.3,1.734462,2961.54,1820.8,2396.5,2.5574,1.3162,1180.0927238901,0.492415824828381,0.34319890821372,0.149216916614661
2.4,1.662193,3043.42,1825.5,2403.8,2.569,1.3168,1180.63067833041,0.491148032784178,0.346692729024126,0.144455303760052
2.5,1.595705,3112.49,1827,2406.7,2.579,1.3173,1181.07897369733,0.490744791377951,0.350531993841394,0.140212797536557
2.6,1.534332,3169.82,1825.9,2406.1,2.5875,1.3178,1181.52726906426,0.491040436961234,0.354640315583113,0.13640012137812
2.7,1.477505,3216.58,1822.6,2402.4,2.5946,1.3181,1181.79624628441,0.49192951489494,0.358975591950361,0.132953922944578
2.8,1.424737,3254.08,1817.6,2396.4,2.6006,1.3185,1182.15488257795,0.493282754097445,0.36347150301917,0.129811251078275
2.9,1.375608,3283.68,1811.2,2388.5,2.6057,1.3187,1182.33420072472,0.495025802698496,0.368096109698882,0.126929692999614
3,1.329754,3306.63,1803.9,2379.2,2.6099,1.3189,1182.51351887149,0.497029066936924,0.372771800202693,0.124257266734231
3.1,1.286859,3324.11,1795.8,2368.9,2.6134,1.3191,1182.69283701826,0.499270928749035,0.377497531493173,0.121773397255862
3.2,1.246645,3337.1,1787.3,2357.9,2.6164,1.3193,1182.87215516503,0.501645349883913,0.382205980863933,0.119439369019979
3.3,1.208868,3346.42,1778.4,2346.5,2.6189,1.3194,1182.96181423841,0.504155833247592,0.386910290631873,0.117245542615719
3.4,1.173313,3352.76,1769.4,2334.8,2.621,1.3195,1183.0514733118,0.506720206763602,0.391556523408238,0.115163683355364
3.5,1.13979,3356.67,1760.3,2322.9,2.6228,1.3196,1183.14113238518,0.509339734049603,0.396153126483025,0.113186607566579
3.6,1.108129,3358.57,1751.2,2311,2.6243,1.3197,1183.23079145857,0.511986485751209,0.400685075805294,0.111301409945915
3.7,1.078179,3358.83,1742.1,2299.2,2.6256,1.3198,1183.32045053195,0.514660888495217,0.405158571794107,0.10950231670111
3.8,1.049806,3357.73,1733.1,2287.4,2.6267,1.3198,1183.32045053195,0.517333525963601,0.409555708054517,0.107777817909084
3.9,1.022888,3355.49,1724.2,2275.8,2.6276,1.3199,1183.41010960534,0.520003905490962,0.413880659472398,0.106123246018564
4,0.997316,3352.3,1715.5,2264.3,2.6283,1.3199,1183.41010960534,0.522641057328777,0.418112845863021,0.104528211465755
