OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.09,1587.6,2134.3,2.703,1.3444,1483.54040933489,0.695071987788063,0.417043192672838,0.278028795115225
1.6,2.49329,1988.36,1643.4,2212.6,2.7426,1.3463,1485.63705228174,0.671471515037318,0.413213240022965,0.258258275014353
1.7,2.346626,2168.83,1689.8,2278.2,2.7791,1.3482,1487.73369522858,0.653033665411486,0.411169344888713,0.241864320522772
1.8,2.216257,2337.55,1727.9,2332.5,2.8126,1.3499,1489.60963891786,0.638634346786462,0.410550651505583,0.228083695280879
1.9,2.099612,2493.31,1758.7,2376.8,2.8427,1.3515,1491.37523297836,0.627449984541041,0.411087920906199,0.216362063634842
2,1.994632,2635.03,1782.9,2412,2.8695,1.3529,1492.9201277813,0.618933360150501,0.412622240100334,0.206311120050167
2.1,1.899649,2762.13,1801.3,2439.2,2.893,1.3541,1494.24432332667,0.6126110519138,0.41499458355451,0.19761646835929
2.2,1.813302,2874.56,1814.6,2459.2,2.9135,1.3552,1495.45816924327,0.608120956581246,0.418083157649606,0.190037798931639
2.3,1.734462,2972.69,1823.5,2473.1,2.9314,1.3562,1496.56166553108,0.605152886104924,0.421773223648886,0.183379662456038
2.4,1.662193,3057.15,1828.7,2481.6,2.9468,1.357,1497.44446256133,0.603432103577584,0.425952073113589,0.177480030463995
2.5,1.595705,3128.72,1830.7,2485.6,2.96,1.3577,1498.2169099628,0.602772867106751,0.430552047933393,0.172220819173357
2.6,1.534332,3188.37,1830,2485.7,2.9712,1.3583,1498.87900773549,0.603003435963021,0.435502481528849,0.167500954434172
2.7,1.477505,3237.21,1827,2482.7,2.9807,1.3588,1499.43075587939,0.603993589388248,0.440752078742775,0.163241510645472
2.8,1.424737,3276.51,1822.3,2477,2.9886,1.3593,1499.9825040233,0.605551384411089,0.446195756934487,0.159355627476603
2.9,1.375608,3307.6,1816.2,2469.3,2.9953,1.3596,1500.31355290964,0.607585226193331,0.451794142554016,0.155791083639316
3,1.329754,3331.76,1809,2460.1,3.0009,1.3599,1500.64460179599,0.610003475849822,0.457502606887367,0.152500868962456
3.1,1.286859,3350.17,1801.1,2449.8,3.0056,1.3602,1500.97565068233,0.612679078236815,0.463245156715641,0.149433921521174
3.2,1.246645,3363.88,1792.6,2438.7,3.0095,1.3604,1501.19634993989,0.615584228390231,0.469016554963986,0.146567673426246
3.3,1.208868,3373.73,1783.8,2427,3.0128,1.3606,1501.41704919745,0.618621082975854,0.474755714841934,0.143865368133919
3.4,1.173313,3380.45,1774.8,2415,3.0156,1.3607,1501.52739882624,0.621758106723196,0.480449446104288,0.141308660618908
3.5,1.13979,3384.61,1765.7,2402.9,3.018,1.3609,1501.7480980838,0.624962500884821,0.486081945132639,0.138880555752182
3.6,1.108129,3386.67,1756.6,2390.6,3.0199,1.361,1501.85844771258,0.628200095532465,0.491634857373234,0.136565238159232
3.7,1.078179,3387.01,1747.5,2378.4,3.0216,1.3611,1501.96879734136,0.631471409334666,0.49711579032729,0.134355619007376
3.8,1.049806,3385.92,1738.5,2366.3,3.023,1.3611,1501.96879734136,0.634740458908443,0.502502863302517,0.132237595605926
3.9,1.022888,3383.63,1729.6,2354.3,3.0242,1.3612,1502.07914697014,0.638006641889644,0.507801204769309,0.130205437120335
4,0.997316,3380.36,1720.8,2342.4,3.0251,1.3612,1502.07914697014,0.641269344381874,0.513015475505499,0.128253868876375
