OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.19,1587.6,2192.5,3.1086,1.381,1904.91046683603,0.868839984735078,0.521303990841047,0.347535993894031
1.6,2.49329,1988.54,1643.5,2273.8,3.158,1.3835,1908.35889273545,0.839288323556684,0.516485122188729,0.322803201367955
1.7,2.346626,2169.34,1690,2342.2,3.2048,1.3859,1911.66938159888,0.81619547915113,0.513900857243304,0.302294621907826
1.8,2.216257,2338.75,1728.3,2399.1,3.248,1.3881,1914.70399639037,0.798108175528213,0.513069541410994,0.285038634117219
1.9,2.099612,2495.69,1759.4,2445.8,3.2872,1.3902,1917.60067414587,0.784000431832108,0.513655455338278,0.27034497649383
2,1.994632,2639.11,1784,2483.3,3.3222,1.392,1920.08354079345,0.773189663545634,0.515459775697089,0.257729887848545
2.1,1.899649,2768.37,1802.9,2512.5,3.3532,1.3936,1922.29053336908,0.765084230831111,0.518282866046882,0.246801364784229
2.2,1.813302,2883.31,1816.8,2534.4,3.3804,1.395,1924.22165187275,0.759230713213018,0.52197111533395,0.237259597879068
2.3,1.734462,2984.15,1826.3,2549.9,3.4041,1.3962,1925.87689630447,0.755281366569244,0.526408225184625,0.228873141384619
2.4,1.662193,3071.38,1832.1,2559.9,3.4246,1.3973,1927.39420370021,0.752890322452601,0.531451992319483,0.221438330133118
2.5,1.595705,3145.69,1834.5,2565.1,3.4423,1.3982,1928.635637024,0.751905347378256,0.537075248127326,0.21483009925093
2.6,1.534332,3207.9,1834.3,2566.2,3.4574,1.399,1929.73913331181,0.751987330188852,0.543101960691948,0.208885369496903
2.7,1.477505,3259.07,1831.7,2563.8,3.4701,1.3997,1930.70469256364,0.753054735909489,0.549526428906924,0.203528307002564
2.8,1.424737,3300.39,1827.3,2558.7,3.4809,1.4002,1931.39437774353,0.75486803467707,0.556218551867315,0.198649482809755
2.9,1.375608,3333.17,1821.5,2551.3,3.4899,1.4007,1932.08406292341,0.75727167706034,0.563099452173074,0.194172224887267
3,1.329754,3358.7,1814.5,2542.3,3.4974,1.4011,1932.63581106732,0.760193088875949,0.570144816656962,0.190048272218987
3.1,1.286859,3378.2,1806.7,2532,3.5037,1.4014,1933.04962217525,0.763475042766043,0.577261617701155,0.186213425064889
3.2,1.246645,3392.73,1798.3,2520.8,3.509,1.4017,1933.46343328318,0.767041294425519,0.584412414800395,0.182628879625124
3.3,1.208868,3403.2,1789.6,2508.9,3.5134,1.4019,1933.73930735513,0.770770205501459,0.591521320501119,0.179248885000339
3.4,1.173313,3410.35,1780.6,2496.7,3.5171,1.4021,1934.01518142708,0.774666045021572,0.598605580243942,0.17606046477763
3.5,1.13979,3414.81,1771.5,2484.2,3.5202,1.4023,1934.29105549903,0.778645419003901,0.605613103669701,0.1730323153342
3.6,1.108129,3417.06,1762.4,2471.7,3.5229,1.4024,1934.42899253501,0.782665887293129,0.612521129185927,0.170144758107202
3.7,1.078179,3417.48,1753.3,2459.1,3.525,1.4026,1934.70486660696,0.786728089753842,0.619339134487067,0.167388955266775
3.8,1.049806,3416.41,1744.2,2446.6,3.5269,1.4027,1934.84280364294,0.790832679604065,0.626075871353218,0.164756808250847
3.9,1.022888,3414.08,1735.3,2434.2,3.5284,1.4027,1934.84280364294,0.794888699225154,0.632666515709817,0.162222183515338
4,0.997316,3410.72,1726.5,2421.9,3.5297,1.4028,1934.98074067892,0.798940260507043,0.639152208405635,0.159788052101409
