OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1796.89,1587.5,1958.8,1.912,1.2339,562.703722612562,0.287267232244251,0.17236033934655,0.1149068928977
1.6,2.49329,1987.82,1643.2,2028.5,1.933,1.2344,562.931740978156,0.277529656272972,0.170787480783368,0.106742175489605
1.7,2.346626,2167.26,1689.2,2086.3,1.9514,1.235,563.205363016869,0.269972017042238,0.169982381100668,0.0999896359415695
1.8,2.216257,2333.86,1726.7,2133.5,1.9678,1.2356,563.478985055581,0.264108838355098,0.169784253228277,0.0943245851268208
1.9,2.099612,2486.11,1756.5,2171.3,1.9824,1.2361,563.707003421175,0.25962808493467,0.170101159095129,0.0895269258395414
2,1.994632,2622.92,1779.5,2200.5,1.9952,1.2366,563.935021786769,0.256272397408119,0.170848264938746,0.085424132469373
2.1,1.899649,2743.98,1796.4,2222.2,2.0062,1.237,564.117436479244,0.253861462473696,0.171970668127343,0.0818907943463536
2.2,1.813302,2849.64,1808.3,2237.5,2.0158,1.2374,564.299851171719,0.252190859474505,0.173381215888722,0.0788096435857829
2.3,1.734462,2940.66,1815.7,2247.4,2.024,1.2377,564.436662191076,0.251163039702455,0.175053027671408,0.076110012031047
2.4,1.662193,3018.02,1819.5,2252.5,2.031,1.238,564.573473210432,0.250638489248556,0.176921286528393,0.0737172027201636
2.5,1.595705,3082.78,1820.2,2253.9,2.037,1.2382,564.66468055667,0.250542100421793,0.178958643158424,0.0715834572633695
2.6,1.534332,3136.15,1818.4,2252,2.042,1.2384,564.755887902907,0.25079010734038,0.181126188634719,0.0696639187056612
2.7,1.477505,3179.42,1814.5,2247.5,2.0462,1.2386,564.847095249145,0.251329143669191,0.183402348082924,0.0679267955862679
2.8,1.424737,3213.95,1809,2240.9,2.0498,1.2388,564.938302595382,0.252093273182835,0.18575293813472,0.0663403350481144
2.9,1.375608,3241.1,1802.3,2232.8,2.0528,1.2389,564.983906268501,0.253030422897269,0.188150827282585,0.0648795956146844
3,1.329754,3262.09,1794.6,2223.6,2.0553,1.239,565.02950994162,0.254116087812185,0.190587065859139,0.0635290219530464
3.1,1.286859,3278.04,1786.4,2213.5,2.0574,1.2391,565.075113614738,0.255282540969407,0.193018506586624,0.0622640343827821
3.2,1.246645,3289.87,1777.7,2202.9,2.0592,1.2392,565.120717287857,0.256531884563058,0.195452864428996,0.0610790201340614
3.3,1.208868,3298.35,1768.8,2191.9,2.0607,1.2392,565.120717287857,0.257822665755172,0.197863906277225,0.0599587594779469
3.4,1.173313,3304.08,1759.7,2180.8,2.062,1.2393,565.166320960976,0.259155953394185,0.200256873077325,0.0588990803168603
3.5,1.13979,3307.58,1750.6,2169.6,2.0631,1.2393,565.166320960976,0.260503102472151,0.202613524145007,0.0578895783271447
3.6,1.108129,3309.25,1741.5,2158.3,2.064,1.2394,565.211924634095,0.261864330282945,0.204937301960565,0.0569270283223792
3.7,1.078179,3309.4,1732.5,2147.2,2.0648,1.2394,565.211924634095,0.263224664466233,0.20721941670746,0.0560052477587729
3.8,1.049806,3308.28,1723.5,2136.1,2.0655,1.2394,565.211924634095,0.264599205795038,0.209474371254405,0.0551248345406329
3.9,1.022888,3306.12,1714.7,2125.3,2.066,1.2394,565.211924634095,0.265957153547412,0.211680183435696,0.0542769701117168
4,0.997316,3303.08,1706,2114.5,2.0665,1.2395,565.257528307214,0.267313441493404,0.213850753194724,0.0534626882986809
