OF,EqRatio,Tc,Cstar,Isp,AeAt,CF,T,mdot,mdotO,mdotF
1.5,2.659509,1797.43,1587.7,2279.5,3.9413,1.4358,2109.83873561574,0.925522258224314,0.555313354934588,0.370208903289726
1.6,2.49329,1988.81,1643.6,2365.5,4.0132,1.4392,2114.83487135964,0.894044590765845,0.550181286625136,0.34386330414071
1.7,2.346626,2170.07,1690.2,2438.1,4.0824,1.4425,2119.68406193461,0.869395154054398,0.547396948849065,0.321998205205333
1.8,2.216257,2340.5,1728.8,2499.1,4.1473,1.4456,2124.23936217169,0.849983624122364,0.546418044078663,0.303565580043701
1.9,2.099612,2499.19,1760.4,2549.7,4.2068,1.4483,2128.20688173303,0.834726022144253,0.546889462784166,0.287836559360087
2,1.994632,2645.2,1785.7,2590.8,4.2607,1.4509,2132.02745612542,0.82289952925057,0.548599686167047,0.274299843083523
2.1,1.899649,2777.83,1805.4,2623.5,4.3089,1.4531,2135.26024984206,0.813920288790707,0.551365356922737,0.26255493186797
2.2,1.813302,2896.76,1820.2,2648.6,4.3515,1.4551,2138.19915322083,0.807302323581334,0.555020347462167,0.252281976119167
2.3,1.734462,3002,1830.6,2667,4.389,1.4569,2140.84416626172,0.802715879702143,0.559468643428766,0.243247236273377
2.4,1.662193,3093.84,1837.3,2679.5,4.4218,1.4584,2143.04834379579,0.799788651490091,0.564556695169476,0.235231956320615
2.5,1.595705,3172.75,1840.6,2686.8,4.4501,1.4597,2144.95863099199,0.79835471551817,0.570253368227264,0.228101347290906
2.6,1.534332,3239.38,1841.2,2689.7,4.4744,1.4609,2146.72197301925,0.798094552130536,0.576401620983165,0.221692931147371
2.7,1.477505,3294.61,1839.3,2688.7,4.4951,1.4618,2148.04447953969,0.798918985148015,0.582994935108011,0.215924050040004
2.8,1.424737,3339.51,1835.5,2684.6,4.5126,1.4626,2149.2200408912,0.800572971605962,0.589895873814919,0.210677097791043
2.9,1.375608,3375.33,1830.1,2678,4.5272,1.4633,2150.24865707377,0.802935188996636,0.597054371305191,0.205880817691445
3,1.329754,3403.34,1823.4,2669.3,4.5395,1.4639,2151.1303280874,0.805885537667403,0.604414153250553,0.201471384416851
3.1,1.286859,3424.81,1815.9,2659.2,4.5497,1.4644,2151.86505393209,0.809213992721374,0.611844726203966,0.197369266517408
3.2,1.246645,3440.86,1807.7,2647.9,4.5582,1.4648,2152.45283460784,0.812884709510839,0.619340731055877,0.193543978454962
3.3,1.208868,3452.46,1799.1,2635.9,4.5653,1.4651,2152.89367011466,0.816770434874517,0.626823822113001,0.189946612761516
3.4,1.173313,3460.43,1790.2,2623.3,4.5712,1.4654,2153.33450562147,0.820831018535774,0.634278514323098,0.186552504212676
3.5,1.13979,3465.44,1781.1,2610.5,4.5762,1.4656,2153.62839595935,0.8250248101638,0.641685963460733,0.183338846703067
3.6,1.108129,3468.03,1772,2597.4,4.5803,1.4658,2153.92228629723,0.829261675723896,0.648987398392614,0.180274277331282
3.7,1.078179,3468.64,1762.9,2584.3,4.5837,1.466,2154.2161766351,0.833542282252393,0.656192860496565,0.177349421755828
3.8,1.049806,3467.61,1753.8,2571.3,4.5866,1.4661,2154.36312180404,0.837867310629914,0.663311620915349,0.174555689714565
3.9,1.022888,3465.22,1744.8,2558.3,4.5889,1.4662,2154.51006697298,0.842189184653108,0.670313840846351,0.171875343806757
4,0.997316,3461.7,1735.9,2545.4,4.5908,1.4663,2154.65701214192,0.846507108348835,0.677205686679068,0.169301421669767
